ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
188,0.00,bitonic_sort_step,bitonic_sort_step..,"25,31","0,00","16,26","84,43",26," 4096,    1,    1","  512,    1,    1"
189,0.00,bitonic_sort_step,bitonic_sort_step..,"25,15","0,00","16,19","84,29",26," 4096,    1,    1","  512,    1,    1"
190,0.00,bitonic_sort_step,bitonic_sort_step..,"46,59","0,00","11,08","88,33",26," 4096,    1,    1","  512,    1,    1"
191,0.00,bitonic_sort_step,bitonic_sort_step..,"45,09","0,00","10,95","89,26",26," 4096,    1,    1","  512,    1,    1"
192,0.00,bitonic_sort_step,bitonic_sort_step..,"40,96","0,00","10,49","88,28",26," 4096,    1,    1","  512,    1,    1"
193,5.39,bitonic_sort_step,bitonic_sort_step..,"46,02","2,48","10,81","87,15",26," 4096,    1,    1","  512,    1,    1"
194,0.00,bitonic_sort_step,bitonic_sort_step..,"47,14","0,00","10,92","87,32",26," 4096,    1,    1","  512,    1,    1"
195,0.00,bitonic_sort_step,bitonic_sort_step..,"47,10","0,00","11,07","87,63",26," 4096,    1,    1","  512,    1,    1"
196,0.00,bitonic_sort_step,bitonic_sort_step..,"44,54","0,00","10,74","87,49",26," 4096,    1,    1","  512,    1,    1"
197,0.00,bitonic_sort_step,bitonic_sort_step..,"46,69","0,00","11,09","87,40",26," 4096,    1,    1","  512,    1,    1"
198,5.04,bitonic_sort_step,bitonic_sort_step..,"43,78","2,20","10,99","87,47",26," 4096,    1,    1","  512,    1,    1"
199,0.00,bitonic_sort_step,bitonic_sort_step..,"45,70","0,00","11,13","88,34",26," 4096,    1,    1","  512,    1,    1"
200,5.91,bitonic_sort_step,bitonic_sort_step..,"44,67","2,64","10,86","87,28",26," 4096,    1,    1","  512,    1,    1"
201,0.00,bitonic_sort_step,bitonic_sort_step..,"41,50","0,00","11,26","87,20",26," 4096,    1,    1","  512,    1,    1"
202,0.00,bitonic_sort_step,bitonic_sort_step..,"35,65","0,00","10,84","85,53",26," 4096,    1,    1","  512,    1,    1"
203,7.91,bitonic_sort_step,bitonic_sort_step..,"32,22","2,55","11,00","83,74",26," 4096,    1,    1","  512,    1,    1"
204,6.39,bitonic_sort_step,bitonic_sort_step..,"29,38","1,88","10,73","82,86",26," 4096,    1,    1","  512,    1,    1"
