ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [ms],Runtime Improvement [ms],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
185,0.00,bitonic_sort_step,bitonic_sort_step..,"5,47","0,00","14,31","82,44",26,"262144,    1,    1","  512,    1,    1"
186,0.00,bitonic_sort_step,bitonic_sort_step..,"6,03","0,00","12,56","76,68",26,"262144,    1,    1","  512,    1,    1"
187,0.00,bitonic_sort_step,bitonic_sort_step..,"6,07","0,00","11,84","74,90",26,"262144,    1,    1","  512,    1,    1"
188,0.00,bitonic_sort_step,bitonic_sort_step..,"5,36","0,00","12,00","63,78",26,"262144,    1,    1","  512,    1,    1"
189,0.00,bitonic_sort_step,bitonic_sort_step..,"3,79","0,00","12,51","67,39",26,"262144,    1,    1","  512,    1,    1"
190,0.00,bitonic_sort_step,bitonic_sort_step..,"4,69","0,00","6,31","85,04",26,"262144,    1,    1","  512,    1,    1"
191,0.00,bitonic_sort_step,bitonic_sort_step..,"4,67","0,00","6,30","84,81",26,"262144,    1,    1","  512,    1,    1"
192,0.00,bitonic_sort_step,bitonic_sort_step..,"4,57","0,00","6,38","86,12",26,"262144,    1,    1","  512,    1,    1"
193,0.00,bitonic_sort_step,bitonic_sort_step..,"4,61","0,00","6,38","87,23",26,"262144,    1,    1","  512,    1,    1"
194,0.00,bitonic_sort_step,bitonic_sort_step..,"4,52","0,00","6,42","86,47",26,"262144,    1,    1","  512,    1,    1"
195,0.00,bitonic_sort_step,bitonic_sort_step..,"4,66","0,00","6,36","86,48",26,"262144,    1,    1","  512,    1,    1"
196,0.00,bitonic_sort_step,bitonic_sort_step..,"4,60","0,00","6,42","86,80",26,"262144,    1,    1","  512,    1,    1"
197,0.00,bitonic_sort_step,bitonic_sort_step..,"4,65","0,00","6,37","86,41",26,"262144,    1,    1","  512,    1,    1"
198,0.00,bitonic_sort_step,bitonic_sort_step..,"4,62","0,00","6,38","86,05",26,"262144,    1,    1","  512,    1,    1"
199,0.00,bitonic_sort_step,bitonic_sort_step..,"4,72","0,00","6,21","84,39",26,"262144,    1,    1","  512,    1,    1"
200,0.00,bitonic_sort_step,bitonic_sort_step..,"4,91","0,00","6,12","82,87",26,"262144,    1,    1","  512,    1,    1"
201,0.00,bitonic_sort_step,bitonic_sort_step..,"5,17","0,00","6,00","79,70",26,"262144,    1,    1","  512,    1,    1"
202,0.00,bitonic_sort_step,bitonic_sort_step..,"5,55","0,00","5,90","75,61",26,"262144,    1,    1","  512,    1,    1"
203,0.00,bitonic_sort_step,bitonic_sort_step..,"5,28","0,00","6,71","79,65",26,"262144,    1,    1","  512,    1,    1"
